1	N	46
1	J	46
0	J	46
1	R	46
2	N	46
2	J	47
1	W	47
2	R	47
3	N	65
3	J	66
2	J	66
3	R	66
3	J	71
2	R	71
2	J	73
3	R	73
3	W	73
2	R	73
2	E	77
1	J	77
1	R	77
4	N	77
4	J	78
1	W	78
4	R	78
5	N	115
5	J	116
4	W	116
5	R	116
4	J	119
5	E	119
4	R	119
4	W	126
0	R	126
3	J	3069
3	R	3069
3	W	3072
0	R	3072
4	J	3127
4	R	3127
4	W	3128
0	R	3128
4	J	3316
4	R	3316
4	W	3316
0	R	3316
4	J	3458
4	R	3458
4	W	3458
0	R	3458
4	J	3669
4	R	3669
4	W	3669
0	R	3669
4	J	5188
4	R	5188
4	W	5188
0	R	5188
4	J	5442
4	R	5442
4	W	5442
0	R	5443
4	J	5515
4	R	5515
4	W	5515
0	R	5515
4	J	5568
4	R	5568
4	W	5568
0	R	5568
4	J	5704
4	R	5705
4	W	5705
0	R	5705
4	J	5762
4	R	5762
4	W	5762
0	R	5762
4	J	6069
4	R	6069
4	W	6070
3	J	6070
3	R	6070
3	W	6072
0	R	6072
4	J	6269
4	R	6269
4	W	6269
0	R	6269
4	J	6423
4	R	6423
4	W	6423
0	R	6423
4	J	6618
4	R	6618
4	W	6619
0	R	6619
4	J	6909
4	R	6909
4	W	6909
0	R	6909
4	J	7009
4	R	7009
4	W	7009
0	R	7009
4	J	7130
4	R	7131
4	W	7131
0	R	7131
4	J	7240
4	R	7240
4	W	7240
0	R	7240
4	J	7507
4	R	7507
6	N	7508
6	J	7509
4	J	7509
6	R	7509
7	N	7511
7	J	7512
8	N	7513
8	J	7513
6	J	7513
8	R	7514
8	J	7516
7	R	7516
7	W	7516
4	R	7516
4	W	7516
8	R	7516
8	J	7518
6	R	7518
9	N	7518
9	J	7519
10	N	7519
10	J	7520
6	J	7520
10	R	7520
10	J	7522
9	R	7522
9	J	7524
10	R	7524
10	J	7526
9	R	7526
9	J	7528
8	R	7528
8	J	7530
6	R	7530
11	N	7530
11	J	7531
12	N	7531
12	J	7532
6	J	7532
12	R	7532
12	J	7534
11	R	7534
11	J	7536
12	R	7536
12	J	7538
11	R	7538
11	J	7540
10	R	7540
10	J	7542
9	R	7542
9	J	7544
8	R	7544
8	J	7546
6	R	7546
13	N	7546
13	J	7547
14	N	7547
14	J	7548
6	J	7548
14	R	7548
14	J	7550
13	R	7550
13	J	7552
14	R	7552
14	J	7554
13	R	7554
13	J	7556
12	R	7556
12	J	7558
11	R	7558
11	J	7560
10	R	7560
10	J	7562
9	R	7562
9	J	7564
8	R	7564
8	J	7566
6	R	7566
15	N	7566
15	J	7567
16	N	7567
16	J	7568
6	J	7568
16	R	7568
16	J	7570
15	R	7570
15	J	7572
16	R	7572
16	J	7574
15	R	7574
15	J	7576
14	R	7576
14	J	7578
13	R	7578
13	J	7580
12	R	7580
12	J	7582
11	R	7582
11	J	7584
10	R	7584
10	J	7586
9	R	7586
9	J	7588
8	R	7588
8	J	7590
6	R	7590
6	W	7590
16	R	7590
16	J	7592
15	R	7592
15	J	7594
14	R	7594
14	J	7596
13	R	7596
13	J	7598
12	R	7598
12	J	7600
11	R	7600
11	J	7602
10	R	7602
10	J	7604
9	R	7604
9	J	7606
8	R	7606
8	J	7608
16	R	7608
16	J	7610
15	R	7610
15	J	7612
14	R	7612
14	J	7614
13	R	7614
13	J	7616
12	R	7616
7	J	7618
12	J	7618
7	R	7618
7	W	7618
11	R	7618
11	J	7620
10	R	7620
10	J	7622
9	R	7622
9	J	7624
8	R	7624
8	J	7626
16	R	7626
16	J	7628
15	R	7628
15	J	7630
14	R	7630
14	J	7632
13	R	7632
13	J	7634
12	R	7634
12	J	7636
11	R	7636
11	J	7638
10	R	7638
10	J	7640
9	R	7640
9	J	7642
8	R	7642
8	J	7644
16	R	7644
16	J	7646
15	R	7646
15	J	7648
14	R	7648
14	J	7650
13	R	7650
13	J	7652
12	R	7652
12	J	7654
11	R	7654
11	J	7656
10	R	7656
10	J	7658
9	R	7658
9	J	7660
8	R	7660
8	J	7662
16	R	7662
16	J	7664
15	R	7664
15	J	7666
14	R	7666
14	J	7668
13	R	7668
13	J	7670
12	R	7670
12	J	7672
11	R	7672
11	J	7674
10	R	7674
10	J	7676
9	R	7676
9	J	7678
8	R	7678
8	J	7680
16	R	7680
16	J	7682
15	R	7682
15	J	7684
14	R	7684
14	J	7686
13	R	7686
13	J	7688
12	R	7688
12	J	7690
11	R	7690
11	J	7692
10	R	7692
10	J	7694
9	R	7694
9	J	7696
8	R	7696
8	J	7698
16	R	7698
16	J	7700
15	R	7700
15	J	7702
14	R	7702
14	J	7704
13	R	7704
13	J	7706
12	R	7706
12	J	7708
11	R	7708
11	J	7710
10	R	7710
10	J	7712
9	R	7712
9	J	7714
8	R	7714
8	J	7716
16	R	7716
16	J	7718
15	R	7718
7	J	7720
15	J	7720
7	R	7720
7	W	7720
14	R	7720
14	J	7722
13	R	7722
13	J	7724
12	R	7724
12	J	7726
11	R	7726
11	J	7728
10	R	7728
10	J	7730
9	R	7730
9	J	7732
8	R	7732
8	J	7734
16	R	7734
16	J	7736
15	R	7736
15	J	7738
14	R	7738
14	J	7740
13	R	7740
13	J	7742
12	R	7742
12	J	7744
11	R	7744
11	J	7746
10	R	7746
10	J	7748
9	R	7748
9	J	7750
8	R	7750
8	J	7752
16	R	7752
16	J	7754
15	R	7754
15	J	7756
14	R	7756
14	J	7758
13	R	7758
13	J	7760
12	R	7760
12	J	7762
11	R	7762
11	J	7764
10	R	7764
10	J	7766
9	R	7766
9	J	7768
8	R	7768
8	J	7770
16	R	7770
16	J	7772
15	R	7772
15	J	7774
14	R	7774
14	J	7776
13	R	7776
13	J	7778
12	R	7778
12	J	7780
11	R	7780
11	J	7782
10	R	7782
10	J	7784
9	R	7784
9	J	7786
8	R	7786
8	J	7788
16	R	7788
16	J	7790
15	R	7790
15	J	7792
14	R	7792
14	J	7794
13	R	7794
13	J	7796
12	R	7796
12	J	7798
11	R	7798
11	J	7800
10	R	7800
10	J	7802
9	R	7802
9	J	7804
8	R	7804
8	J	7806
16	R	7806
16	J	7808
15	R	7808
15	J	7810
14	R	7810
14	J	7812
13	R	7812
13	J	7814
12	R	7814
12	J	7816
11	R	7816
11	J	7818
10	R	7818
10	J	7820
9	R	7820
7	J	7822
9	J	7822
7	R	7822
7	W	7822
8	R	7822
8	J	7824
16	R	7824
16	J	7826
15	R	7826
15	J	7828
14	R	7828
