1	N	46
1	J	46
0	J	46
1	R	46
2	N	46
2	J	47
1	W	47
2	R	47
3	N	65
3	J	66
2	J	69
3	R	69
3	W	76
2	R	76
2	E	77
1	J	77
1	R	77
4	N	78
4	J	78
1	W	78
4	R	78
5	N	115
5	J	116
4	W	116
5	R	116
4	J	118
5	E	119
4	R	119
4	W	125
0	R	125
3	J	3074
3	R	3074
3	W	3077
0	R	3077
4	J	3583
4	R	3583
4	W	3583
0	R	3583
4	J	3775
4	R	3775
4	W	3776
0	R	3776
4	J	3819
4	R	3819
4	W	3819
0	R	3820
4	J	3916
4	R	3916
4	W	3916
0	R	3916
4	J	4124
4	R	4124
4	W	4124
0	R	4124
4	J	4243
4	R	4243
4	W	4244
0	R	4244
4	J	4272
4	R	4272
4	W	4272
0	R	4273
4	J	4420
4	R	4420
4	W	4420
0	R	4420
4	J	5969
4	R	5969
4	W	5969
0	R	5969
3	J	6075
3	R	6075
3	W	6077
0	R	6077
4	J	6958
4	R	6958
4	W	6959
0	R	6959
4	J	7019
4	R	7019
4	W	7019
0	R	7019
4	J	7080
4	R	7080
4	W	7080
0	R	7080
4	J	7139
4	R	7139
4	W	7139
0	R	7140
4	J	7199
4	R	7199
4	W	7199
0	R	7199
4	J	7259
4	R	7259
4	W	7259
0	R	7259
4	J	7319
4	R	7319
4	W	7319
0	R	7319
4	J	7379
4	R	7379
4	W	7379
0	R	7379
4	J	7439
4	R	7439
4	W	7439
0	R	7439
4	J	7499
4	R	7499
4	W	7499
0	R	7499
4	J	7559
4	R	7559
4	W	7559
0	R	7559
4	J	7619
4	R	7619
4	W	7619
0	R	7619
4	J	7680
4	R	7680
4	W	7680
0	R	7681
4	J	7739
4	R	7739
4	W	7739
0	R	7739
4	J	7803
4	R	7803
4	W	7803
0	R	7804
4	J	7867
4	R	7867
4	W	7867
0	R	7867
4	J	7923
4	R	7923
4	W	7923
0	R	7923
4	J	7982
4	R	7982
4	W	7982
0	R	7982
4	J	8043
4	R	8043
4	W	8043
0	R	8043
4	J	8100
4	R	8100
4	W	8100
0	R	8100
4	J	8159
4	R	8159
4	W	8159
0	R	8160
4	J	8216
4	R	8216
4	W	8216
0	R	8217
4	J	8269
4	R	8269
4	W	8269
0	R	8269
4	J	8334
4	R	8334
4	W	8334
0	R	8334
4	J	8394
4	R	8394
4	W	8394
0	R	8394
4	J	8454
4	R	8454
4	W	8454
0	R	8454
4	J	8514
4	R	8514
4	W	8514
0	R	8514
4	J	8573
4	R	8573
4	W	8574
0	R	8574
4	J	8608
4	R	8608
4	W	8608
0	R	8608
3	J	9076
3	R	9076
3	W	9078
0	R	9078
3	J	12077
3	R	12077
3	W	12079
0	R	12079
3	J	15078
3	R	15078
3	W	15080
0	R	15080
4	J	17065
4	R	17065
4	W	17065
0	R	17065
4	J	17186
4	R	17186
4	W	17186
0	R	17186
4	J	17383
4	R	17383
4	W	17383
0	R	17383
4	J	17482
4	R	17482
4	W	17482
0	R	17482
3	J	18079
3	R	18079
3	W	18081
0	R	18081
4	J	18715
4	R	18715
4	W	18715
0	R	18715
4	J	18965
4	R	18965
4	W	18965
0	R	18965
4	J	19097
4	R	19097
4	W	19097
0	R	19097
4	J	19126
4	R	19126
4	W	19126
0	R	19126
4	J	19279
4	R	19279
4	W	19279
0	R	19279
4	J	19321
4	R	19321
4	W	19321
0	R	19321
4	J	20605
4	R	20605
4	W	20605
0	R	20605
4	J	20722
4	R	20722
4	W	20722
0	R	20722
4	J	20945
4	R	20945
4	W	20945
0	R	20945
3	J	21080
3	R	21080
3	W	21082
0	R	21082
4	J	21105
4	R	21105
4	W	21105
0	R	21105
4	J	21368
4	R	21368
4	W	21368
0	R	21368
4	J	21504
4	R	21504
4	W	21505
0	R	21505
4	J	21639
4	R	21639
4	W	21639
0	R	21639
4	J	21817
4	R	21817
4	W	21817
0	R	21817
4	J	21964
4	R	21964
6	N	21965
6	J	21966
4	W	21967
6	R	21967
7	N	21969
7	J	21970
8	N	21970
8	J	21971
9	N	21971
9	J	21972
6	J	21972
9	R	21972
9	J	21977
8	R	21977
8	J	21982
7	R	21982
7	W	21982
9	R	21982
9	J	21987
8	R	21987
8	J	21992
6	R	21992
10	N	21992
10	J	21993
11	N	21993
11	J	21994
12	N	21994
12	J	21995
13	N	21995
13	J	21996
14	N	21996
14	J	21997
6	J	21997
14	R	21997
14	J	22002
13	R	22002
13	J	22007
12	R	22007
12	J	22012
11	R	22012
11	J	22017
10	R	22017
10	J	22022
14	R	22022
14	J	22027
13	R	22027
13	J	22032
12	R	22032
12	J	22037
11	R	22037
11	J	22042
10	R	22042
10	J	22047
9	R	22047
9	J	22052
8	R	22052
8	J	22057
6	R	22057
15	N	22057
15	J	22058
16	N	22058
16	J	22059
6	W	22059
16	R	22059
16	J	22064
15	R	22064
15	J	22069
16	R	22069
16	J	22074
15	R	22074
15	J	22079
14	R	22079
7	J	22084
14	J	22084
7	R	22084
7	W	22084
13	R	22084
13	J	22089
12	R	22089
12	J	22094
11	R	22094
11	J	22099
10	R	22099
10	J	22104
9	R	22104
9	J	22109
8	R	22109
8	J	22114
16	R	22114
16	J	22119
15	R	22119
15	J	22124
14	R	22124
14	J	22129
13	R	22129
13	J	22134
12	R	22134
12	J	22139
11	R	22139
11	J	22144
10	R	22144
10	J	22149
9	R	22149
9	J	22154
8	R	22154
8	J	22159
16	R	22159
16	J	22164
15	R	22164
15	J	22169
14	R	22169
14	J	22174
13	R	22174
13	J	22179
12	R	22179
12	J	22184
11	R	22184
7	J	22189
11	J	22189
7	R	22189
7	W	22189
10	R	22189
10	J	22194
9	R	22194
9	J	22199
8	R	22199
8	J	22204
16	R	22204
16	J	22209
15	R	22209
15	J	22214
14	R	22214
14	J	22219
13	R	22219
13	J	22224
12	R	22224
12	J	22229
11	R	22229
11	J	22234
10	R	22234
10	J	22239
9	R	22239
9	J	22244
8	R	22244
8	J	22249
16	R	22249
16	J	22254
15	R	22254
15	J	22259
14	R	22259
14	J	22264
13	R	22264
13	J	22269
12	R	22269
12	J	22274
11	R	22274
11	J	22279
10	R	22279
10	J	22284
9	R	22284
9	J	22289
8	R	22289
7	J	22294
8	J	22294
7	R	22294
7	W	22294
16	R	22294
16	J	22299
15	R	22299
15	J	22304
14	R	22304
14	J	22309
13	R	22309
13	J	22314
12	R	22314
12	J	22319
11	R	22319
11	J	22324
10	R	22324
10	J	22329
9	R	22329
9	J	22334
8	R	22334
8	J	22339
16	R	22339
16	J	22344
